"","simCount","timestamp","model_type","vod_type","GOF_per_vod_type","RMSE_per_vod_type","NRMSE_per_vod_type","RSQ_per_vod_type","GOF_combined","RMSE_combined","NRMSE_combined","RSQ_combined","vod_params","vod_count","rounds_per_vod","players_count","util_max","util_none","p1_coop_cost","p2_coop_cost","p3_coop_cost","p1_params","p1_X","p1_balancing","p1_prop_start","p1_epsilon_start","p1_epsilon_decay","p1_alpha","p1_gamma","p1_social_behavior","p2_params","p2_X","p2_balancing","p2_prop_start","p2_epsilon_start","p2_epsilon_decay","p2_alpha","p2_gamma","p2_social_behavior","p3_params","p3_X","p3_balancing","p3_prop_start","p3_epsilon_start","p3_epsilon_decay","p3_alpha","p3_gamma","p3_social_behavior"
"1",2625,"2017-06-11 20:40:16","CoordinateX","sym","###",32.3357473325661,141.7,0.20759350380117,"#",22.1116108262906,107.2,0.411765640373158,"###",10,150,3,80,0,50,50,50,"#####",4,"noise",300,0.05,0.98,0.2,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.6,"selfish"
"2",2625,"2017-06-11 20:40:16","CoordinateX","asym1","###",14.8306551889434,87.7,0.801289107628832,"#",22.1116108262906,107.2,0.411765640373158,"###",10,150,3,80,0,30,50,50,"#####",4,"noise",300,0.05,0.98,0.2,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.6,"selfish"
"3",2625,"2017-06-11 20:40:16","CoordinateX","asym2","###",14.1852427230242,51.7,0.657252379270401,"#",22.1116108262906,107.2,0.411765640373158,"###",10,150,3,80,0,10,50,50,"#####",4,"noise",300,0.05,0.98,0.2,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.6,"selfish"
"1",2626,"2017-06-11 20:40:40","CoordinateX","sym","###",38.4561149594935,168.5,0.166005057600687,"#",25.080669847514,121.6,0.461145915067684,"###",10,150,3,80,0,50,50,50,"#####",2,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.2,0.9,"selfish"
"2",2626,"2017-06-11 20:40:40","CoordinateX","asym1","###",18.2410861031415,107.9,0.580182220010665,"#",25.080669847514,121.6,0.461145915067684,"###",10,150,3,80,0,30,50,50,"#####",2,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.2,0.9,"selfish"
"3",2626,"2017-06-11 20:40:40","CoordinateX","asym2","###",8.68964901477614,31.7,0.969679717654903,"#",25.080669847514,121.6,0.461145915067684,"###",10,150,3,80,0,10,50,50,"#####",2,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.2,0.9,"selfish"
"1",2627,"2017-06-11 20:41:03","CoordinateX","sym","###",36.0977146090996,158.2,0.188994033338236,"#",21.5448541591894,104.5,0.477142872400352,"###",10,150,3,80,0,50,50,50,"#####",3,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.2,0.9,"selfish"
"2",2627,"2017-06-11 20:41:03","CoordinateX","asym1","###",8.82977915918626,52.2,0.913854159197635,"#",21.5448541591894,104.5,0.477142872400352,"###",10,150,3,80,0,30,50,50,"#####",3,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.2,0.9,"selfish"
"3",2627,"2017-06-11 20:41:03","CoordinateX","asym2","###",3.39591257576255,12.4,0.980922661917879,"#",21.5448541591894,104.5,0.477142872400352,"###",10,150,3,80,0,10,50,50,"#####",3,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.2,0.9,"selfish"
"1",2628,"2017-06-11 20:41:26","CoordinateX","sym","###",34.5701460801079,151.5,0.190929516733404,"#",25.5782242455483,124,0.321363334521565,"###",10,150,3,80,0,50,50,50,"#####",4,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.9,"selfish"
"2",2628,"2017-06-11 20:41:26","CoordinateX","asym1","###",21.8933906820199,129.5,0.484374532601089,"#",25.5782242455483,124,0.321363334521565,"###",10,150,3,80,0,30,50,50,"#####",4,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.9,"selfish"
"3",2628,"2017-06-11 20:41:26","CoordinateX","asym2","###",16.9800209396547,61.9,0.548630310475233,"#",25.5782242455483,124,0.321363334521565,"###",10,150,3,80,0,10,50,50,"#####",4,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.2,0.9,"selfish"
"1",2629,"2017-06-11 20:41:48","CoordinateX","sym","###",39.0550252848465,171.2,0.172145457960362,"#",28.7612329102651,139.5,0.399328772222248,"###",10,150,3,80,0,50,50,50,"#####",2,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.5,"selfish"
"2",2629,"2017-06-11 20:41:48","CoordinateX","asym1","###",28.761828484604,170.2,0.300490118858093,"#",28.7612329102651,139.5,0.399328772222248,"###",10,150,3,80,0,30,50,50,"#####",2,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.5,"selfish"
"3",2629,"2017-06-11 20:41:48","CoordinateX","asym2","###",11.3616802356772,41.4,0.938774170283716,"#",28.7612329102651,139.5,0.399328772222248,"###",10,150,3,80,0,10,50,50,"#####",2,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.5,"selfish"
"1",2630,"2017-06-11 20:42:11","CoordinateX","sym","###",39.439130314955,172.9,0.172145457960361,"#",29.6557907654799,143.8,0.414095902417971,"###",10,150,3,80,0,50,50,50,"#####",3,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.5,"selfish"
"2",2630,"2017-06-11 20:42:11","CoordinateX","asym1","###",32.6196685724699,193,0.532440358123508,"#",29.6557907654799,143.8,0.414095902417971,"###",10,150,3,80,0,30,50,50,"#####",3,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.5,"selfish"
"3",2630,"2017-06-11 20:42:11","CoordinateX","asym2","###",4.34856298103178,15.8,0.994897149606528,"#",29.6557907654799,143.8,0.414095902417971,"###",10,150,3,80,0,10,50,50,"#####",3,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.5,"selfish"
"1",2631,"2017-06-11 20:42:34","CoordinateX","sym","###",32.3567011778258,141.8,0.211791556101955,"#",26.608464261779,129,0.413603196063075,"###",10,150,3,80,0,50,50,50,"#####",4,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.5,"selfish"
"2",2631,"2017-06-11 20:42:34","CoordinateX","asym1","###",31.6957498027031,187.5,0.523208102875797,"#",26.608464261779,129,0.413603196063075,"###",10,150,3,80,0,30,50,50,"#####",4,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.5,"selfish"
"3",2631,"2017-06-11 20:42:34","CoordinateX","asym2","###",8.51201764826909,31,0.883970192691188,"#",26.608464261779,129,0.413603196063075,"###",10,150,3,80,0,10,50,50,"#####",4,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.5,"selfish"
"1",2632,"2017-06-11 20:42:57","CoordinateX","sym","###",31.0451373898644,136.1,0.0246860673045005,"#",25.9235199941846,125.7,0.362072462954444,"###",10,150,3,80,0,50,50,50,"#####",2,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.6,"selfish"
"2",2632,"2017-06-11 20:42:57","CoordinateX","asym1","###",29.0944534614799,172.1,0.302192273042285,"#",25.9235199941846,125.7,0.362072462954444,"###",10,150,3,80,0,30,50,50,"#####",2,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.6,"selfish"
"3",2632,"2017-06-11 20:42:57","CoordinateX","asym2","###",14.3456923460978,52.3,0.908975268382195,"#",25.9235199941846,125.7,0.362072462954444,"###",10,150,3,80,0,10,50,50,"#####",2,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.6,"selfish"
"1",2633,"2017-06-11 20:43:20","CoordinateX","sym","###",31.9420569156089,140,0.164540266128898,"#",22.564336003066,109.4,0.485827824415764,"###",10,150,3,80,0,50,50,50,"#####",3,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.6,"selfish"
"2",2633,"2017-06-11 20:43:20","CoordinateX","asym1","###",21.1599333122243,125.2,0.517508783860383,"#",22.564336003066,109.4,0.485827824415764,"###",10,150,3,80,0,30,50,50,"#####",3,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.6,"selfish"
"3",2633,"2017-06-11 20:43:20","CoordinateX","asym2","###",7.70778826901725,28.1,0.979134455372484,"#",22.564336003066,109.4,0.485827824415764,"###",10,150,3,80,0,10,50,50,"#####",3,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.6,"selfish"
"1",2634,"2017-06-11 20:43:42","CoordinateX","sym","###",15.7601995193236,69.1,0.664404141413665,"#",24.5983137031187,119.3,0.392891012512265,"###",10,150,3,80,0,50,50,50,"#####",4,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.6,"selfish"
"2",2634,"2017-06-11 20:43:42","CoordinateX","asym1","###",30.1953546832032,178.6,0.500630591535276,"#",24.5983137031187,119.3,0.392891012512265,"###",10,150,3,80,0,30,50,50,"#####",4,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.6,"selfish"
"3",2634,"2017-06-11 20:43:42","CoordinateX","asym2","###",25.5946826074827,93.3,0.263309106551143,"#",24.5983137031187,119.3,0.392891012512265,"###",10,150,3,80,0,10,50,50,"#####",4,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.6,"selfish"
"1",2635,"2017-06-11 20:44:03","CoordinateX","sym","###",38.6735697860955,169.5,0.172145457960362,"#",28.5744511628703,138.5,0.42764906704216,"###",10,150,3,80,0,50,50,50,"#####",2,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.9,"selfish"
"2",2635,"2017-06-11 20:44:03","CoordinateX","asym1","###",26.481828151059,156.7,0.360084008904681,"#",28.5744511628703,138.5,0.42764906704216,"###",10,150,3,80,0,30,50,50,"#####",2,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.9,"selfish"
"3",2635,"2017-06-11 20:44:03","CoordinateX","asym2","###",15.8923112087435,57.9,0.888236097155832,"#",28.5744511628703,138.5,0.42764906704216,"###",10,150,3,80,0,10,50,50,"#####",2,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.4,0.9,"selfish"
"1",2636,"2017-06-11 20:44:26","CoordinateX","sym","###",37.992038639694,166.5,0.183835042960419,"#",26.1000780472794,126.6,0.331493322634149,"###",10,150,3,80,0,50,50,50,"#####",3,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.9,"selfish"
"2",2636,"2017-06-11 20:44:26","CoordinateX","asym1","###",15.3660339710675,90.9,0.720289747293199,"#",26.1000780472794,126.6,0.331493322634149,"###",10,150,3,80,0,30,50,50,"#####",3,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.9,"selfish"
"3",2636,"2017-06-11 20:44:26","CoordinateX","asym2","###",19.0822488774836,69.5,0.482252049606372,"#",26.1000780472794,126.6,0.331493322634149,"###",10,150,3,80,0,10,50,50,"#####",3,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.4,0.9,"selfish"
"1",2637,"2017-06-11 20:44:48","CoordinateX","sym","###",35.282282302091,154.6,0.20973140082321,"#",23.2869220967637,112.9,0.388726070094854,"###",10,150,3,80,0,50,50,50,"#####",4,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.9,"selfish"
"2",2637,"2017-06-11 20:44:48","CoordinateX","asym1","###",18.1678439985474,107.5,0.381621951424396,"#",23.2869220967637,112.9,0.388726070094854,"###",10,150,3,80,0,30,50,50,"#####",4,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.9,"selfish"
"3",2637,"2017-06-11 20:44:48","CoordinateX","asym2","###",7.20640147523174,26.3,0.911455684892077,"#",23.2869220967637,112.9,0.388726070094854,"###",10,150,3,80,0,10,50,50,"#####",4,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.4,0.9,"selfish"
"1",2638,"2017-06-11 20:45:09","CoordinateX","sym","###",39.439130314955,172.9,0.172145457960361,"#",30.8209164187065,149.4,0.244115533299151,"###",10,150,3,80,0,50,50,50,"#####",2,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.5,"selfish"
"2",2638,"2017-06-11 20:45:09","CoordinateX","asym1","###",33.6306490504652,199,0.230133265322303,"#",30.8209164187065,149.4,0.244115533299151,"###",10,150,3,80,0,30,50,50,"#####",2,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.5,"selfish"
"3",2638,"2017-06-11 20:45:09","CoordinateX","asym2","###",12.7797148290215,46.6,0.985825324291457,"#",30.8209164187065,149.4,0.244115533299151,"###",10,150,3,80,0,10,50,50,"#####",2,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.5,"selfish"
"1",2639,"2017-06-11 20:45:32","CoordinateX","sym","###",39.0550252848465,171.2,0.172145457960362,"#",38.2814528150334,185.6,0.151401652919679,"###",10,150,3,80,0,50,50,50,"#####",3,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.5,"selfish"
"2",2639,"2017-06-11 20:45:32","CoordinateX","asym1","###",33.2011294988589,196.4,0.529193653260854,"#",38.2814528150334,185.6,0.151401652919679,"###",10,150,3,80,0,30,50,50,"#####",3,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.5,"selfish"
"3",2639,"2017-06-11 20:45:32","CoordinateX","asym2","###",42.0570908276938,153.2,0.0270149479196104,"#",38.2814528150334,185.6,0.151401652919679,"###",10,150,3,80,0,10,50,50,"#####",3,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.5,"selfish"
"1",2640,"2017-06-11 20:45:54","CoordinateX","sym","###",34.8272801758111,152.6,0.196573734650463,"#",33.7471974145014,163.6,0.157145612947307,"###",10,150,3,80,0,50,50,50,"#####",4,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.5,"selfish"
"2",2640,"2017-06-11 20:45:54","CoordinateX","asym1","###",30.5358350503506,180.7,0.511241937003624,"#",33.7471974145014,163.6,0.157145612947307,"###",10,150,3,80,0,30,50,50,"#####",4,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.5,"selfish"
"3",2640,"2017-06-11 20:45:54","CoordinateX","asym2","###",35.6544994823,129.9,0.0201720521156748,"#",33.7471974145014,163.6,0.157145612947307,"###",10,150,3,80,0,10,50,50,"#####",4,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.5,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.5,"selfish"
"1",2641,"2017-06-11 20:46:16","CoordinateX","sym","###",39.439130314955,172.9,0.172145457960361,"#",29.6644069051959,143.8,0.412433616084139,"###",10,150,3,80,0,50,50,50,"#####",2,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.6,"selfish"
"2",2641,"2017-06-11 20:46:16","CoordinateX","asym1","###",28.3789534690763,167.9,0.312709339001118,"#",29.6644069051959,143.8,0.412433616084139,"###",10,150,3,80,0,30,50,50,"#####",2,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.6,"selfish"
"3",2641,"2017-06-11 20:46:16","CoordinateX","asym2","###",16.7069180614233,60.9,0.879772718148043,"#",29.6644069051959,143.8,0.412433616084139,"###",10,150,3,80,0,10,50,50,"#####",2,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.6,"selfish"
"1",2642,"2017-06-11 20:46:39","CoordinateX","sym","###",38.355508079023,168.1,0.179462422256432,"#",39.7371828858527,192.7,0.137813507967539,"###",10,150,3,80,0,50,50,50,"#####",3,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.6,"selfish"
"2",2642,"2017-06-11 20:46:39","CoordinateX","asym1","###",34.1213276412276,201.9,0.532440358123508,"#",39.7371828858527,192.7,0.137813507967539,"###",10,150,3,80,0,30,50,50,"#####",3,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.6,"selfish"
"3",2642,"2017-06-11 20:46:39","CoordinateX","asym2","###",45.8445319652313,167,0.0143343880899309,"#",39.7371828858527,192.7,0.137813507967539,"###",10,150,3,80,0,10,50,50,"#####",3,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.6,"selfish"
"1",2643,"2017-06-11 20:47:01","CoordinateX","sym","###",23.9405629749084,104.9,0.432478728460603,"#",31.9242332197136,154.8,0.173128227358159,"###",10,150,3,80,0,50,50,50,"#####",4,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.6,"selfish"
"2",2643,"2017-06-11 20:47:01","CoordinateX","asym1","###",23.506701172219,139.1,0.503144927944695,"#",31.9242332197136,154.8,0.173128227358159,"###",10,150,3,80,0,30,50,50,"#####",4,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.6,"selfish"
"3",2643,"2017-06-11 20:47:01","CoordinateX","asym2","###",43.9517285717461,160.1,0.0153448611529,"#",31.9242332197136,154.8,0.173128227358159,"###",10,150,3,80,0,10,50,50,"#####",4,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.6,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.6,"selfish"
"1",2644,"2017-06-11 20:47:21","CoordinateX","sym","###",39.439130314955,172.9,0.172145457960361,"#",27.1184507369129,131.5,0.474615979791328,"###",10,150,3,80,0,50,50,50,"#####",2,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.9,"selfish"
"2",2644,"2017-06-11 20:47:21","CoordinateX","asym1","###",17.4533823528723,103.3,0.590790878985878,"#",27.1184507369129,131.5,0.474615979791328,"###",10,150,3,80,0,30,50,50,"#####",2,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.9,"selfish"
"3",2644,"2017-06-11 20:47:21","CoordinateX","asym2","###",18.6055248664357,67.8,0.862501631602058,"#",27.1184507369129,131.5,0.474615979791328,"###",10,150,3,80,0,10,50,50,"#####",2,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",2,"noise",300,0.05,0.98,0.6,0.9,"selfish"
"1",2645,"2017-06-11 20:47:43","CoordinateX","sym","###",37.3429377526729,163.7,0.194838396508538,"#",34.9330205668781,169.4,0.157799633987883,"###",10,150,3,80,0,50,50,50,"#####",3,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.9,"selfish"
"2",2645,"2017-06-11 20:47:43","CoordinateX","asym1","###",32.7011467688826,193.5,0.525765659627087,"#",34.9330205668781,169.4,0.157799633987883,"###",10,150,3,80,0,30,50,50,"#####",3,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.9,"selfish"
"3",2645,"2017-06-11 20:47:43","CoordinateX","asym2","###",34.5989563105273,126.1,0.0153448611529,"#",34.9330205668781,169.4,0.157799633987883,"###",10,150,3,80,0,10,50,50,"#####",3,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",3,"noise",300,0.05,0.98,0.6,0.9,"selfish"
"1",2646,"2017-06-11 20:48:04","CoordinateX","sym","###",16.1835135589003,70.9,0.654025557647525,"#",20.5937153304379,99.9,0.405755450490436,"###",10,150,3,80,0,50,50,50,"#####",4,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.9,"selfish"
"2",2646,"2017-06-11 20:48:04","CoordinateX","asym1","###",19.9144977898571,117.8,0.366788318399329,"#",20.5937153304379,99.9,0.405755450490436,"###",10,150,3,80,0,30,50,50,"#####",4,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.9,"selfish"
"3",2646,"2017-06-11 20:48:04","CoordinateX","asym2","###",24.775189202103,90.3,0.282899681411309,"#",20.5937153304379,99.9,0.405755450490436,"###",10,150,3,80,0,10,50,50,"#####",4,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.9,"selfish","#####",4,"noise",300,0.05,0.98,0.6,0.9,"selfish"
"1",2647,"2017-06-11 20:48:26","CoordinateX","sym","###",27.5937895589247,120.9,0.0923483454935807,"#",19.681943219329,95.4,0.493110394509971,"###",10,150,3,80,0,50,50,50,"#####",2,"noise",300,0.05,0.995,0.2,0.5,"selfish","#####",2,"noise",300,0.05,0.995,0.2,0.5,"selfish","#####",2,"noise",300,0.05,0.995,0.2,0.5,"selfish"
"2",2647,"2017-06-11 20:48:26","CoordinateX","asym1","###",18.9654217517624,112.2,0.593006001194508,"#",19.681943219329,95.4,0.493110394509971,"###",10,150,3,80,0,30,50,50,"#####",2,"noise",300,0.05,0.995,0.2,0.5,"selfish","#####",2,"noise",300,0.05,0.995,0.2,0.5,"selfish","#####",2,"noise",300,0.05,0.995,0.2,0.5,"selfish"
"3",2647,"2017-06-11 20:48:26","CoordinateX","asym2","###",6.4056398760953,23.3,0.978149915890796,"#",19.681943219329,95.4,0.493110394509971,"###",10,150,3,80,0,10,50,50,"#####",2,"noise",300,0.05,0.995,0.2,0.5,"selfish","#####",2,"noise",300,0.05,0.995,0.2,0.5,"selfish","#####",2,"noise",300,0.05,0.995,0.2,0.5,"selfish"
"1",2648,"2017-06-11 20:48:48","CoordinateX","sym","###",27.800889274346,121.8,0.179863721359916,"#",16.5723777323504,80.4,0.559872643853164,"###",10,150,3,80,0,50,50,50,"#####",3,"noise",300,0.05,0.995,0.2,0.5,"selfish","#####",3,"noise",300,0.05,0.995,0.2,0.5,"selfish","#####",3,"noise",300,0.05,0.995,0.2,0.5,"selfish"
